-0.255151,-0.574677,0.972288,1.26491,-0.865994,1.2573,-0.854652,-0.806132,0.511221,0.176958,0.129139,0.886163,0.180097,-0.163661,0.524777,-1.03916,0.712479,-0.502736,-0.173926,0.50004
-0.474178,-0.33062,0.0392432,1.08716,-0.571287,0.4611,-0.635637,-0.39397,0.0126736,0.140741,0.626335,1.43074,-0.981327,0.0910027,0.40506,-1.16041,1.59818,1.48752,-0.498818,-0.205688
-0.381376,0.839457,0.490888,0.284347,0.927083,-0.219384,-0.854829,-0.805418,-0.213264,0.251643,0.280228,0.387969,-0.880544,0.994704,-0.171076,-1.12175,1.43047,1.44878,0.140611,0.563876
0.617413,-0.185185,1.48579,-0.593763,0.481158,0.684646,-0.493765,0.853064,-0.36648,0.434059,-0.282633,0.769665,0.528721,-0.447327,0.248981,-1.26978,0.996961,1.00967,-0.66427,0.0391196
0.794331,0.0770311,-0.201358,-0.238905,0.944051,1.14975,-0.599668,0.703156,-0.703514,0.131868,0.39601,0.999901,-0.00215945,0.879117,0.175195,-1.29661,-0.0968058,1.43957,0.971919,0.592153
-0.538142,-0.134458,0.937059,-0.805355,-0.718057,-0.373015,0.609327,-0.541741,-1.19153,1.24269,-0.824364,0.340001,0.486763,-0.473851,0.891337,0.482236,1.35025,1.45534,-0.259021,1.29285
-0.623675,-0.204098,0.92716,-0.338975,-0.0738504,0.0642932,0.745375,-0.324878,-0.52406,1.57539,0.630646,0.882083,-0.50856,0.463755,0.484789,0.200849,-0.40381,-0.152193,1.28882,0.317144
-0.138418,0.0233281,-0.0531638,0.231686,0.0978107,-0.390436,-0.385912,-0.530896,0.202534,0.99162,-0.973032,0.780334,0.866564,1.11302,0.396974,0.435287,0.97173,-0.111655,-0.352635,-0.111972
0.175295,-0.0269718,-0.340217,-0.156243,0.159593,-0.583709,-0.455942,0.262117,-0.489656,1.52302,-0.376382,0.0167304,1.00339,1.15499,1.24041,0.37442,-0.0600233,1.11213,-0.0712854,0.34819
-0.711144,-1.26273,0.050752,0.525559,0.853982,0.188293,0.598451,0.720482,-0.454674,1.19151,-0.188472,0.340524,-0.0349884,1.165,-0.327759,0.671228,0.0124413,0.772154,0.804925,-0.970985
0.769469,-0.985604,-0.330626,-0.158061,0.168112,-0.562328,-0.121717,0.709546,-0.434064,0.423882,-0.462991,0.100783,0.042189,0.58176,0.685877,0.52722,0.198753,0.58974,1.27279,0.375537
1.04515,-1.13921,-0.368979,-1.08292,-0.862599,1.15706,0.195231,0.079127,-0.639135,-0.0824628,0.0428973,-0.48945,-0.138192,0.383749,0.57088,1.63373,1.08949,-0.0805292,0.977128,-0.0728697
0.780275,-0.889438,-0.509236,-0.629256,-1.16593,-0.335576,-1.17017,0.329549,0.270139,1.01878,1.16497,-0.168902,0.642599,0.911707,-0.381667,0.58233,-0.894523,0.537855,0.489507,0.367349
1.04694,-0.770365,0.40953,-1.16127,0.444656,-0.0336452,-1.08636,1.01503,0.701196,1.26641,0.714735,-0.198551,0.863926,-0.765434,-0.581834,-0.0070132,0.068968,-0.387424,0.123467,0.177721
-0.205959,0.108046,-0.582771,-0.977319,-0.523256,0.45945,-0.892616,1.47386,0.0901572,-0.224463,0.986218,0.318756,-0.235967,0.0767277,-0.563872,0.676107,-0.633592,0.0895764,0.647953,0.956828
-0.030853,-0.736121,0.000721581,-1.01821,-0.553463,0.306125,0.0764258,1.18427,-0.0855986,-0.143551,1.23707,0.0608126,0.916787,-0.0333895,-0.682852,1.11805,-0.151488,-0.261683,-0.347413,0.913737
-0.911865,-0.339646,-0.131474,-1.10993,-0.393296,-0.404206,-0.799545,1.24377,0.411724,0.739077,0.0725098,0.371878,0.451694,0.744463,0.255862,0.158333,0.128896,-0.480568,0.251643,0.585053
-1.12124,-0.0753509,0.479355,-0.736408,-1.00148,-0.914854,-0.601686,0.413483,0.760037,0.25931,1.17188,-0.0958346,0.639195,0.111714,0.212022,0.0851817,-0.446822,0.298087,-0.0821683,0.456233
-0.641499,0.243006,-0.451126,-0.100942,0.309918,0.0893766,-1.09822,1.34427,0.637299,-0.568908,0.252804,-0.837409,0.517142,0.331062,-0.42147,1.1094,-0.0147575,0.282762,0.243929,0.186879
-1.07199,0.373332,-0.904834,0.898224,-0.293671,0.598607,-0.91208,1.22728,-0.884127,0.646588,1.05396,-0.593149,-0.343876,0.187164,0.432871,0.816972,-0.929453,0.0462929,-0.238871,0.526575
0.0811989,0.887523,0.619222,2.06876,-0.318055,0.832606,1.84927,2.88318,1.28579,2.78743,1.95992,0.713323,2.07488,0.83856,1.25462,3.13601,1.6605,1.19575,-0.26368,2.18736
-0.754436,-0.796364,-2.00543,0.727346,0.301283,-2.32169,-1.33292,-0.717162,-1.6734,-2.26866,-1.26934,-0.537091,-0.473841,-1.06679,-0.0158863,-1.24786,-1.28771,-2.00859,-0.994297,-2.19621
-0.2688,-0.955739,-1.57731,-0.0138186,0.114898,-1.58737,-0.513207,-0.391662,-1.70711,-0.904994,-1.68228,-1.91012,-0.539474,-0.794357,-0.419912,-0.353047,-1.80708,-1.5805,-1.15803,-1.82253
-0.928223,-0.252958,-1.96157,-0.13634,-0.0882669,-2.27922,-0.341573,-1.0606,-0.940857,-2.50425,-0.974381,-2.02264,-1.07943,-2.49182,0.273269,-0.684912,-1.91255,-2.52383,-1.60018,-1.56456
-0.423891,-0.924024,-1.31433,-0.869934,0.24501,-1.6223,-1.16747,-1.87034,-0.117475,-0.882808,-1.54128,-1.67239,0.0058596,-1.20567,-0.857598,0.0359528,-0.794463,-0.988558,-1.21796,-1.01131
-0.499492,-0.072723,-0.149071,0.931854,-0.467545,0.0101797,0.5853,0.058496,1.1835,-1.00787,-0.778623,-0.800712,-0.12768,-0.488924,1.06874,0.373982,0.244183,0.600126,-0.880614,1.10399
0.371634,0.159745,-0.607541,0.518305,0.511018,-0.169538,1.18627,0.382309,0.605963,-0.243679,-1.05325,-1.03004,0.814064,-0.960115,0.41321,0.128554,0.468909,-0.107232,-0.190152,1.01072
1.25639,0.729409,0.037241,0.658371,-0.148789,0.201556,0.320979,-0.30261,1.25447,-0.607952,-0.965808,-0.198265,-0.360827,-0.34458,0.509196,0.6154,0.251453,-0.67196,0.427581,0.192229
0.549693,1.02275,0.536524,-0.703288,-0.880761,0.00508957,1.16639,-0.454405,1.27531,-0.833239,0.389881,-0.555662,-0.445049,0.44023,-0.0647083,1.00903,0.976299,-0.399105,-0.979404,-0.47814
1.07986,1.34712,-0.00562748,-0.217813,-0.809864,0.066316,0.860765,-0.327687,-0.0651084,0.79725,0.386885,-1.07376,0.252065,-0.129842,-0.84863,1.01751,0.176038,-0.0258163,0.0305083,-0.388622
0.458147,1.11478,-0.226643,0.855829,-0.584942,-0.655614,1.42244,-0.695839,-0.126776,0.37374,0.707625,-0.890535,0.619841,-0.10912,-0.073114,-0.868695,0.208033,-0.997282,0.377787,-0.567471
0.407665,1.39919,0.516626,0.59737,0.0872975,-0.417283,0.138867,-0.901535,0.954509,-0.568978,1.08831,-0.119856,0.389724,-0.17483,-0.208135,-0.12552,-0.77536,-0.00807489,-0.276472,-0.695795
1.02202,1.0562,-0.106937,-0.561228,0.298403,0.591748,0.545223,-0.875719,1.55363,-0.325247,0.781348,-0.358789,-0.711947,0.942096,-1.06894,-0.500524,-0.453283,0.845585,0.376437,0.902462
-0.586545,0.421813,-0.0582918,0.0152276,-0.065674,0.549002,0.242414,-1.20871,0.97508,-0.422052,0.600342,0.784165,0.0528159,-0.725123,-0.553051,0.44363,0.0837911,-0.898035,0.297313,0.0675218
0.0209062,-0.0341807,0.868438,-0.398812,-0.215752,0.80825,1.63282,-0.189678,1.54971,-0.737649,-0.537047,1.05481,0.86695,0.268961,-0.506499,0.123029,-0.733281,0.980628,-0.633826,-0.202292
-0.509997,-0.153347,0.948802,0.500839,-0.624396,0.992618,1.49915,-0.513388,0.342834,-0.377606,0.317346,0.8753,0.346789,0.345195,-0.655085,-0.615438,-0.141332,0.391817,0.951577,-0.33338
-0.903025,1.22232,0.647716,0.724441,-0.552042,0.852068,1.07172,0.436673,-0.333718,0.163712,-0.0233803,0.376427,-1.0505,0.58092,-1.36084,-1.07298,-0.873955,-0.396476,0.551291,0.751925
0.339105,-0.0728273,1.33659,-0.0224003,0.743278,1.22517,-0.242505,-0.717415,-0.69592,-0.341158,0.532191,0.432859,-1.27506,-0.824347,-0.185845,-0.0615634,0.30553,0.446155,0.343838,0.988083
0.316102,0.647039,1.29927,0.879357,-0.877501,1.44443,0.303131,0.548775,-0.631204,0.328165,0.203297,0.398234,-1.15931,-0.177371,-0.601311,-1.09007,0.896011,-0.376127,-0.314897,0.555753
-0.670337,-0.352607,0.269128,-0.563506,-0.463445,1.00887,0.45038,0.12272,0.567461,-0.5458,0.511951,0.878682,-0.774878,-0.0980544,-0.124313,-0.619923,1.01126,-0.263838,0.395531,-0.448744
