0.0122539,0.0144928,0.00699221,-1.77757e-05,0.0119026
-3.7912e-05,0.00138847,-0.0012526,0.000574759,0.000215905
-0.00125419,-0.00122169,0.000180781,-0.000835335,-0.00100311
-9.81304e-05,-0.00207468,-0.0021528,-0.00221697,-0.00769151
-0.000609851,0.000576896,-4.26579e-05,-0.0012294,-0.000389871
0.000188045,-0.000997326,-0.000992311,-0.000229361,0.000153256
0.0457731,0.0554567,0.0506009,0.0501469,0.0512797
-0.0853933,-0.101242,-0.101156,-0.0846011,-0.0974369
0.0401649,0.0719299,0.067205,0.0909174,0.0746326
0.13288,0.155324,0.138261,0.122481,0.137157
