0.332693,-0.895486,-0.783071,-0.784619,-0.787498,0.95694,0.477169,0.750461,0.135987,0.0233305,-0.297139,0.040715,-0.550483,-0.435152,0.788136,-0.927128,0.241003,0.611769,-0.754468,-0.6852,0.997828,-0.13429,-0.38094,0.996917,0.0247791,0.576042,0.316101,-0.251635,
-0.597628,-1.02862,-0.924122,0.898238,-0.339878,-0.918337,-1.03088,-0.0991259,-0.370237,0.619252,0.290935,-0.936716,0.969636,-0.953535,0.157908,-0.109843,0.975817,-0.507103,0.0986547,-0.0809113,0.562428,-0.0409588,0.103191,0.704197,-1.00028,-0.788442,-0.732635,-1.02027,
0.275946,0.457979,0.987541,-0.763199,0.936258,0.103785,0.405934,-0.143753,-0.310105,0.558836,0.877753,0.816449,0.114957,-0.713088,1.2626,0.0264005,-0.37297,-0.851663,0.231485,-0.291125,-0.138804,-0.50244,0.681705,0.0165096,0.702372,-0.865604,0.676976,-1.01201,
0.194798,0.46342,0.215369,0.747198,0.249441,0.958464,0.643954,0.144462,-0.119958,0.328284,0.37709,0.564955,0.911911,0.671766,-0.999145,0.4157,-0.251631,0.759963,-0.555233,-0.492509,-0.5679,0.509157,0.177432,-0.760916,-0.324166,0.773678,0.106454,0.55255,
0.50859,0.270786,0.0359605,-0.843001,0.841681,0.46941,-0.700831,-0.40975,0.514725,0.332245,0.355072,-0.149349,0.999828,-0.743106,1.00212,-0.42458,-0.502647,-0.770414,-0.875638,0.229375,-0.674798,0.767216,-0.687432,-0.0913952,-0.693493,0.476242,0.66017,0.53495,
-0.349781,-0.663139,-0.509042,0.34443,-0.627937,0.206455,0.355094,0.37999,-0.864432,-0.594801,-0.396246,0.44497,-0.65988,0.206367,0.827064,-0.481772,-0.910925,-0.591428,-0.217865,0.281455,0.261004,-0.861504,0.604654,-0.814964,-0.632864,-0.39405,-0.535411,-0.973253,
-0.0239129,-1.00846,0.214175,-0.770411,-0.371937,0.92065,-0.584041,0.945743,-0.277207,0.34724,-0.0241626,-0.563155,-0.404353,0.276137,-0.379676,-0.185282,0.52995,0.645356,-0.935328,-0.880872,-0.486389,0.520297,0.671715,0.148768,-0.947198,0.261976,-1.09469,-0.12001,
-0.771148,-0.556217,-0.422056,0.682168,-0.903652,-0.734255,-0.336797,1.06152,1.1412,-0.495526,-0.213398,0.589711,-0.264362,-0.878301,0.66757,0.555554,0.793101,-0.718185,-0.356703,-0.434653,-0.246,-0.493162,0.499944,-0.312473,0.211551,-0.927736,-0.42409,-0.668526,
-0.179383,0.473201,-0.420435,-0.169113,0.288602,0.466316,1.14556,-0.0735429,0.607148,0.202365,0.0251624,0.522116,0.875017,-0.639943,-0.484975,0.243554,-0.34685,0.703251,-0.021972,0.338462,-0.41957,-0.168932,0.31978,-0.163574,-0.949047,-0.472664,-0.93388,-0.593094,
-0.100751,0.0584739,-0.0711794,0.743534,-0.273176,1.18604,-0.353677,-0.173897,-0.0990441,-0.676729,-0.197681,0.694619,-0.411676,0.87165,0.556116,0.541859,0.483443,0.0814223,0.681896,-0.13349,0.325125,-0.489995,-0.407073,-0.928438,0.344536,0.406697,0.594136,0.753521,
-0.375264,-0.0915662,-0.559087,0.734283,0.0416054,1.23224,0.375307,0.110312,-0.114645,0.187162,-0.789525,-0.368237,-0.813713,0.233406,-0.394603,0.28348,-0.777077,0.826409,-0.216589,-0.907419,-0.0407429,0.395339,-0.329669,0.0457544,0.236788,-0.590385,-1.05153,-0.96068,
-0.510601,0.668196,0.691931,0.258312,0.87946,-0.153151,0.372002,1.45277,-0.191197,-0.538296,-0.391553,-0.22243,0.186075,-0.210775,0.613669,0.849013,-0.284947,-0.518642,-0.473291,-0.621322,-0.0263129,-1.04067,-0.212214,0.351068,-0.986423,0.566223,-0.622694,0.303599,
0.605698,-0.190084,0.900176,-0.846189,0.843732,-0.361339,1.27731,-0.234716,0.625382,-0.700366,-0.540065,-0.926725,-0.580142,1.16584,0.179536,-0.153488,0.118282,0.539494,0.584558,0.21105,-0.451562,-0.854304,-0.060236,-0.358242,-0.997182,-0.0183472,0.430669,0.558579,
0.512703,-0.295201,-0.786747,0.826797,-0.574278,-0.276251,0.0171171,0.349398,0.133359,0.610779,0.718359,-0.586059,0.549812,-0.25993,0.0405337,-0.229099,0.494768,0.502687,-0.77716,-0.317254,0.834917,-0.13829,0.448789,-0.23659,0.405068,-0.151041,-1.24491,-1.14316,
-1.16335,-0.426763,-1.08346,-0.8523,-0.720384,1.19672,0.706848,1.01714,0.426128,0.367233,0.831912,0.679901,-0.586369,1.05784,-0.468921,0.744286,-0.196053,0.953331,-0.519957,-0.11312,0.283327,-0.963042,0.659599,-0.305767,0.342364,-1.08214,-0.721918,-0.962102,
-0.751562,-0.103016,-0.519521,0.721275,-0.402349,0.135638,1.94678,0.64928,0.266253,0.444104,0.222054,-0.583503,0.953908,0.138353,0.868654,1.06002,-0.0283829,-0.849385,0.900081,-0.682243,0.634054,0.905875,-0.815516,0.320583,-0.484245,0.00552161,-0.949317,-0.631053,
-1.10776,-0.755792,-0.645143,-0.414638,0.401304,0.107303,0.67959,0.540725,0.580774,0.937833,0.810576,0.833852,-0.0946578,0.599231,-0.834732,0.389443,0.95034,0.364907,-0.29639,-0.886724,-0.466396,-0.562449,0.591704,0.499063,-0.114104,0.0714384,-0.204935,-0.586457,
-0.579819,0.762017,-0.712476,0.677607,0.711318,1.79745,1.54177,0.475272,-0.222384,-0.0438701,-0.390469,0.850845,-0.68406,-0.736921,-1.12001,-0.567553,-0.877824,0.175025,0.860192,0.301369,0.279734,0.837801,-0.699789,-0.00753158,-1.20207,-0.423235,-1.32847,0.235394,
0.023875,-0.406958,-0.326898,-0.086134,0.0167811,1.6975,1.1734,-0.1273,-0.0157339,1.3391,0.515385,-0.0819156,-0.998333,-1.1295,-0.298051,-0.933144,0.868104,-0.292743,-0.486609,-0.796866,-0.0497015,-0.388019,-0.946475,-0.261413,0.239229,-0.969048,0.0337373,-1.17284,
-0.0300097,-0.532809,0.0960502,-0.0382082,1.35382,1.9345,1.48274,0.86965,-0.501805,0.856963,0.442943,-0.462666,-0.898092,0.0300937,0.513174,-0.507991,0.855516,0.569781,-0.363386,0.43725,0.662703,-0.731091,0.107366,-1.23754,-1.24544,-0.0885339,-1.22102,0.567736,
-0.696883,-1.12683,-0.816571,-0.66466,-0.17571,0.527828,0.66172,0.3499,0.817404,0.364417,-0.610753,-0.255866,0.399392,0.0675675,-0.50891,-0.548028,1.03654,0.451328,-0.106307,0.603964,-0.285071,-0.704539,-0.230785,-0.542496,-0.287107,-1.06632,-0.599579,-0.8117,
-0.925969,0.342154,0.200139,0.05133,-0.493437,0.618654,1.78633,0.789522,0.0836484,0.778154,-0.826193,-0.653473,-0.669682,0.486798,-0.959639,-0.651949,0.719795,-0.265929,-0.623252,-0.89657,0.120091,0.190583,-1.13908,-0.992335,-1.36649,0.0961645,-0.618798,-0.0940242,
-1.09026,-0.641526,0.420663,-0.404435,-0.273658,-0.0190334,0.5625,2.17391,-0.332221,0.43422,-0.357228,0.992333,0.804942,-0.71538,0.210436,0.294945,0.0841811,-0.301533,0.553687,0.643593,0.541269,-0.912854,-0.0535453,-1.13341,-1.14481,-0.153232,-1.25135,-1.08902,
