-5.85298,0.110459,0.126667,-0.0296422,0.000243211,-0.490813,-0.199955,-0.901916,-0.671471,-0.877115
-0.353591,0.735656,-1.52063,0.746341,-8.57426e-06,-3.70691,0.321134,1.33325,0.869035,-1.54285
0.0488731,0.0439053,-0.0646825,4.37522,-0.000126707,-0.874856,-0.0139511,-0.154272,-0.356507,2.74555
0.140766,1.85597,0.921165,0.211208,-2.86957e-06,0.0612888,0.318438,1.65962,-0.586198,-0.82225
0.406124,-0.28064,0.147533,-0.4492,8.54211e-05,0.22411,-0.351232,0.133745,0.0535818,7.82902
-0.630562,0.46001,-0.341991,-2.01221,-0.000134413,0.068066,-1.9661,0.492142,-0.455568,0.257019
-0.569602,-0.774065,-0.362207,0.574034,-4.45092e-05,-0.234863,-0.274438,-4.35065,1.4239,0.967972
1.36826,0.840885,-4.84375,0.030737,-6.44998e-05,-0.104764,0.149921,-0.591854,-0.108597,-0.875937
0.435455,-0.0381898,1.07465,0.392088,-0.000331188,-0.351636,0.660435,-0.890391,3.81678,-0.428982
-0.0894504,0.379077,-0.662056,0.303114,0.000110024,0.224817,-0.0608666,-0.334075,-5.84011,0.816367
-2.11437,-0.424852,1.74066,-0.884752,0.000329718,-2.12885,-0.688684,-1.10776,-1.038,-0.449931
-0.29747,0.137799,-5.71986,-0.206377,7.69373e-05,-0.28068,-0.26413,-0.438345,-0.312142,-0.275531
-2.59161,0.150584,-3.20714,-0.145618,-5.44504e-05,0.159098,-0.331459,-0.353395,-0.00332456,-0.180149
1.49139,-0.680667,1.91306,-1.04369,-5.02482e-08,1.30673,-0.88834,-2.43923,-1.21055,-1.09536
1.19431,1.65723,-2.28489,0.00850013,-0.000288562,0.0344649,0.40111,-1.00364,0.00928301,-0.886058
0.25815,-0.125693,0.482714,4.4874,3.06681e-08,-0.267,0.59148,-0.43408,-0.0527755,0.203706
0.100945,-0.387816,0.654274,-0.0257009,-0.000163115,-0.331389,-0.581029,3.03263,2.98204,-0.686
0.430667,-0.12536,0.0634377,-0.77078,-0.000166724,0.123496,-0.623153,5.63005,-0.909128,-0.626444
1.20886,-0.498588,1.89791,-1.50049,6.6078e-05,-2.11531,-0.516775,-1.93419,-1.64746,-1.38889
0.581382,2.513,-0.385585,0.250463,-0.000128052,-0.24257,0.902898,-0.474032,-0.225578,-1.22569
