0.44648,0.000360282,-0.000108322,0.000231299,0.0537395,1.28609,0.923083,2.41204,0.79508,1.44818,3.24436,2.83662,4.58073,7.45383,6.50899,7.29846,7.44205,9.03208,7.93656,6.68115,7.54359,8.47876,7.91281,7.51601,8.01672
8.83254e-05,0.424173,-0.000514586,0.256915,0.553553,2.34951,0.888033,2.12805,0.655641,1.5702,2.43308,2.54693,4.75088,8.38553,6.64657,6.4361,5.8357,9.11654,9.24803,5.81813,7.70353,8.47346,8.26667,6.74244,6.21063
-0.000135409,0.000574246,0.000304232,0.0450718,0.194716,1.23008,1.31456,2.09257,0.748672,2.32029,1.96321,2.59562,4.22165,7.70932,6.25755,7.03016,6.8012,9.08191,9.11572,5.86526,7.54723,7.3749,6.49717,7.49929,7.60046
0.538185,0.332346,0.271968,-0.398382,0.634822,0.940905,1.59405,1.69365,1.95683,2.03079,1.46405,2.40127,4.24451,7.86208,5.44891,7.37397,6.37867,8.63354,7.68466,5.72519,8.59298,8.43777,7.05793,6.81239,7.69819
0.000192653,0.000225084,0.403231,-0.000223109,-0.000562311,2.60145,1.71327,1.005,1.08908,1.56163,2.94066,4.01088,3.96981,8.27503,5.41419,7.28113,7.45888,7.67853,8.61034,6.75972,7.73751,7.93913,7.86544,6.94186,7.59871
0.000543901,0.376759,0.000721564,0.000188707,-0.000353721,1.16558,1.14561,1.86451,0.322712,1.96886,1.46723,3.57661,3.4549,8.69544,6.52839,6.0048,6.01039,8.21648,9.16128,7.62263,9.16095,7.76183,7.35303,6.39993,6.76972
-0.000291317,0.14629,8.95668e-05,-1.88773e-05,0.258107,2.13815,0.114213,1.28699,1.50015,1.43908,2.07803,3.15979,3.36194,7.66065,6.91764,6.60622,7.00967,7.89535,7.65934,5.97595,8.59991,6.73108,6.34817,6.14632,5.97267
0.000240705,-0.000280622,0.000316047,0.000634075,0.370504,2.46053,1.71401,2.11641,1.57509,1.00899,1.91172,2.90568,4.69157,8.55972,6.50053,7.42546,7.6212,9.38376,7.53849,7.38049,8.19632,7.13236,7.41554,6.82332,6.26917
0.000487819,0.0932513,0.0515427,0.134833,0.000349789,-0.428984,-0.00027394,-0.216777,-0.000521448,-0.239676,0.00034982,-0.150719,-0.000236597,-1.73778,0.171191,0.00846647,-0.000188552,-0.556158,-1.23579,0.000255901,-0.4048,0.000586148,-0.000532456,0.120878,0.000146197
-0.376848,0.000596025,0.0449488,-0.279779,6.13996e-05,-0.000191067,-0.422644,-0.000471994,-0.129583,0.000418447,0.000335691,0.000496828,-0.279996,-0.696113,0.0723238,0.00735901,0.000357474,-1.7452,-1.84365,0.000525165,-0.532365,-1.44267,0.000554595,0.344444,0.180238
0.237057,-0.128064,0.000411693,0.000968731,-0.00394558,-0.668942,-0.404686,-9.8631e-05,0.000215357,0.0003666,0.000389184,0.354676,-0.233206,-1.89205,0.000314041,0.0462623,-0.000529734,-0.656932,-1.28199,-0.000104977,-0.0989055,-0.880418,-0.147861,0.0882092,-0.0961178
-0.247066,-0.000559116,0.00175348,0.000862859,0.00843793,-0.67129,-9.36875e-05,-0.000605195,0.156445,0.213238,0.264592,0.0004118,-0.000240237,-0.402239,-1.59876e-06,0.271809,0.000414442,-1.83267,-1.64613,-0.000342763,-1.77591,0.000261994,-0.781458,0.000436978,0.000514864
0.897812,0.454439,-0.000344586,-0.357005,0.252903,0.795022,1.10435,1.84775,1.66518,1.27004,2.52244,3.2691,3.22413,7.40384,6.15007,6.19608,6.83852,9.25834,8.7348,7.17159,8.42872,6.77175,8.22555,6.66157,5.65443
1.03672,0.000176647,0.00107779,0.0279757,-0.0005561,1.56504,1.01412,1.14195,1.42763,1.37141,3.23206,2.6976,3.98792,7.65485,5.30525,6.19896,6.69062,8.08671,7.71617,5.74507,8.12965,7.629,7.93009,6.04735,7.32652
0.00052082,-1.19709e-05,-0.0788482,-0.13724,-0.0004091,0.96817,0.741425,1.56047,1.73974,1.06439,3.02366,2.62526,4.59807,8.71813,6.6601,6.50744,7.75743,9.43745,8.40556,6.08116,7.90387,8.19446,8.04811,6.92164,7.5418
0.000487067,0.205617,-0.0209101,-0.000518214,0.00058012,-0.317719,0.000376136,0.000133098,0.26994,-0.00014583,-0.000368866,0.000346798,-0.250008,-0.936728,-0.126857,0.000473074,-0.000531172,0.00026429,-0.977782,5.7546e-05,-1.02008,-0.47865,0.000206357,-0.000450505,0.000357626
-0.314844,0.134981,-0.0173603,-0.0163204,0.25802,-0.99393,0.238089,0.000472294,0.000211532,-0.296791,-0.000231477,0.000366861,-0.000271008,-1.65077,0.276672,0.194279,-0.000344886,-0.764076,-0.38666,5.94736e-05,-0.480742,-0.287059,-1.18408,0.000293186,6.89743e-05
-0.512815,-0.280534,-0.000111088,-0.000323828,0.000145817,0.000438684,0.000315816,0.000175965,0.25882,-0.000300695,-0.380191,0.172923,0.269833,-0.825134,-0.149634,0.000180772,-0.000149058,-1.13824,-0.319992,0.000416322,-0.372619,-1.28361,0.000591308,0.149644,9.84809e-05
0.000525602,-0.207793,-0.826953,-0.00100104,-0.0001523,-0.000549254,0.000227832,0.000182035,0.000374634,-7.82016e-05,0.000304607,-0.000174016,0.000492133,-1.03334,-0.312526,-0.000587048,0.192256,-0.608164,0.000435177,0.000549201,-0.639644,-0.055421,0.000549145,5.42241e-05,-0.125566
-0.112428,0.357248,-0.610742,-0.0311428,0.000411408,-0.529651,0.000542212,-0.177422,0.245046,-0.249816,7.189e-05,-0.00964189,-0.247958,-0.360772,-0.000196982,0.000565219,-0.000227602,-1.32678,-0.568173,0.000169422,-1.22187,-0.000481761,-0.833859,0.22809,-7.40584e-05
