1.46116,0.796893,-0.759876,0.595421,-0.848883,0.359474,0.463912,0.411326,-1.3509,-0.576318
1.26019,0.190401,-0.738727,1.18886,-0.619861,-0.819732,-0.368941,0.299128,-0.73474,-0.14109
0.398986,0.0283596,0.608238,0.383425,-0.199807,-0.982054,0.518125,-0.404467,0.427646,-1.37501
1.02722,-0.931049,-1.00674,0.209866,0.746805,0.914411,0.0701281,-1.09025,0.421014,-0.748561
0.445338,0.597891,-1.13582,0.461765,0.686664,0.779127,1.20373,-1.45791,-0.354393,-1.0807
0.39545,-0.537342,-0.725418,0.290076,0.411259,-0.67601,0.605177,-1.83122,1.22384,-0.0329568
-0.0852143,-0.917068,-0.518312,0.177027,1.25843,-0.388062,0.694663,-0.939861,0.484567,-0.75507
-0.61052,-8.87057e-05,0.00121749,-0.158422,0.190147,-0.870653,1.00686,-0.738062,1.06927,0.501059
-0.701325,-1.28538,-0.582298,-0.0513708,0.461323,-0.107065,1.43979,-0.642084,0.329124,0.0633688
-1.59176,0.228267,0.150051,-0.9007,1.19405,0.856194,1.03135,-0.469547,-0.377793,0.146368
-1.46245,0.113051,-0.117967,-1.45665,0.600704,-0.495685,-0.0448877,0.35993,1.34824,0.308737
-1.48503,-0.678478,-0.0285141,-1.33315,1.14609,0.0650162,0.255258,-0.471981,-0.508862,0.88906
-0.627184,-0.675565,-0.111063,-1.30555,0.503322,0.00613473,-0.682054,0.930436,0.674453,0.559345
0.0520206,0.484811,-0.759046,0.0379844,-0.89163,-0.107962,-1.06941,-0.336449,0.227515,-0.218301
-0.625932,0.763964,-0.0572864,-0.489914,-0.210438,0.108728,-1.36701,1.4488,-0.616839,-0.586845
-0.169609,-0.59816,0.962152,0.568089,0.0207813,-0.953216,-1.01543,0.513262,-0.648745,-0.0763881
-0.261617,-0.666338,-0.852405,0.37641,-1.50103,-0.671242,-0.653725,1.4199,0.215588,0.431977
-0.232029,0.201658,-0.350758,-0.433409,-0.368794,-1.00199,-0.858269,1.30797,0.0107046,-0.932974
0.143406,-0.153413,-0.0684509,0.812872,-0.893867,-0.467128,-1.29752,1.33671,-0.646885,-0.0307606
1.07257,-0.767732,0.919863,0.769451,-1.06869,-0.617905,0.0271743,1.09405,-1.48761,-0.0134058
